userName,fileId,conditionId,changeMagnitude,changeType,clickOrder,clickClusterType,clickTime,userResult,rightAnswer,totalTime
2131,0,0,2,pos,5-0,0-0,1.73-0.60,0,3-4,3.092
2131,27,3,1,num,5,small&sparse,1.21,1,5,1.953
2131,12,0,0,pos,0,0,0.44,0,6,3.277
2131,21,3,2,num,3,0,0.56,0,1,1.503
2131,29,5,1,num,1,0,0.41,0,4,1.445
2131,15,3,0,pos,3,0,0.85,0,7,1.527
2131,60,-1,2,center position,2,0,0.43,0,5,1.252
2131,34,4,0,num,7,large&dense,0.55,0,5-7-6,60
