3363.02,29.22,Sub-Saharan Africa
1104.47,36.53,Sub-Saharan Africa
825.25,46.82,Sub-Saharan Africa
515.71,32.89,Sub-Saharan Africa
322.23,38.42,Sub-Saharan Africa
1117.97,37.85,Sub-Saharan Africa
579.93,47.32,Sub-Saharan Africa
1127.84,37.39,Sub-Saharan Africa
1052.1,40.1,Sub-Saharan Africa
665.38,38.46,Sub-Saharan Africa
2045.71,41.21,Sub-Saharan Africa
1344.43,36.64,Sub-Saharan Africa
354.77,33.88,Sub-Saharan Africa
321.62,35.08,Sub-Saharan Africa
354.09,33.3,Sub-Saharan Africa
4041.34,35.97,Sub-Saharan Africa
943.1,42.81,Sub-Saharan Africa
481,34.62,Sub-Saharan Africa
375.95,31.97,Sub-Saharan Africa
832.27,41.57,Sub-Saharan Africa
282.95,41.01,Sub-Saharan Africa
553.44,35.89,Sub-Saharan Africa
1383.73,35.75,Sub-Saharan Africa
352.47,35.96,Sub-Saharan Africa
437.95,35.3,Sub-Saharan Africa
702.93,41.32,Sub-Saharan Africa
1937.84,46.86,Sub-Saharan Africa
450.75,30.28,Sub-Saharan Africa
2388.81,40.25,Sub-Saharan Africa
732.21,37.1,Sub-Saharan Africa
974.02,35.59,Sub-Saharan Africa
2637.69,51.83,Sub-Saharan Africa
470.31,39.41,Sub-Saharan Africa
883.72,45.62,Sub-Saharan Africa
1401,37.87,Sub-Saharan Africa
828.88,31.71,Sub-Saharan Africa
1079.21,32.18,Sub-Saharan Africa
4575.12,43.55,Sub-Saharan Africa
1551.84,41.06,Sub-Saharan Africa
1102.4,40.5,Sub-Saharan Africa
654.21,40.39,Sub-Saharan Africa
832.05,40.13,Sub-Saharan Africa
759.88,39,Sub-Saharan Africa
1060.84,41.22,Sub-Saharan Africa
393.7,47.65,Sub-Saharan Africa
757.32,28.21,South Asia
673,36.75,South Asia
683.5,36.04,South Asia
580,36.8,South Asia
457.04,37.63,South Asia
523.98,35.6,South Asia
739,45.63,South Asia
1033.5,51.36,South Asia
2429.21,42.02,Middle East & North Africa
9158.27,49.84,Middle East & North Africa
2576.1,33.76,Middle East & North Africa
3341.89,40.04,Middle East & North Africa
3800.93,64.17,Middle East & North Africa
1490.67,42.12,Middle East & North Africa
104248.05,54.5,Middle East & North Africa
5318.45,54.28,Middle East & North Africa
2084.28,41.69,Middle East & North Africa
1683.1,41.85,Middle East & North Africa
1681.63,36.72,Middle East & North Africa
5834.36,38.66,Middle East & North Africa
1341.82,43.61,Middle East & North Africa
1405.45,42.12,Middle East & North Africa
771.3,31.91,Middle East & North Africa
6252.86,61.61,America
3245.07,54.59,America
1731.13,56.67,America
2530.6,39.87,America
1979.81,49.97,America
10581.27,68.28,America
3714,54.34,America
2087.95,48.37,America
2439.82,56.11,America
5180.44,58.31,America
3266.23,47.27,America
2928.38,43.24,America
2612.06,52.21,America
1320.46,62.44,America
2426.2,54.06,America
2485.79,41.36,America
2903.52,51.32,America
1774.19,36.27,America
2125.56,40.94,America
2556.82,56.65,America
3009.89,54.74,America
3293.78,48.56,America
2646.8,41.06,America
2500.03,53.26,America
2054.03,62.58,America
3486.91,43.11,America
2822.05,61.71,America
3201.44,54.7,America
2818.8,58.22,America
15855.86,68.12,America
5374.01,65.98,America
1532.35,54.16,Europe & Central Asia
2241.72,61.94,Europe & Central Asia
5733.1,64.88,Europe & Central Asia
2854.15,57.15,Europe & Central Asia
3197.98,65.02,Europe & Central Asia
7990.47,66.35,Europe & Central Asia
1042.5,51.68,Europe & Central Asia
2131.56,61.39,Europe & Central Asia
3340.19,59.5,Europe & Central Asia
2920.87,66.55,Europe & Central Asia
8996.05,70.33,Europe & Central Asia
4042.45,64.36,Europe & Central Asia
5845.63,64.24,Europe & Central Asia
7104.01,66.39,Europe & Central Asia
6090.03,66.78,Europe & Central Asia
3040.41,64.97,Europe & Central Asia
4726.19,62.07,Europe & Central Asia
7750.29,71.01,Europe & Central Asia
4939.18,65.61,Europe & Central Asia
4461.07,65.77,Europe & Central Asia
2609.22,54.16,Europe & Central Asia
4409.94,63.56,Europe & Central Asia
14554.96,65.25,Europe & Central Asia
2040.95,53.09,Europe & Central Asia
1525.8,64.7,Europe & Central Asia
2752.3,57.46,Europe & Central Asia
2835.13,58.22,Europe & Central Asia
7407.85,71.45,Europe & Central Asia
8490,71.6,Europe & Central Asia
3910.56,59.05,Europe & Central Asia
2961.89,58.53,Europe & Central Asia
2788.13,59.86,Europe & Central Asia
3835.16,56.31,Europe & Central Asia
4937.84,60.89,Europe & Central Asia
4513.62,64.45,Europe & Central Asia
3280.32,61.87,Europe & Central Asia
9073,71.14,Europe & Central Asia
13867.61,68.94,Europe & Central Asia
1910.98,52.31,Europe & Central Asia
1994.79,41.73,Europe & Central Asia
2289.5,50.5,Europe & Central Asia
3601.45,64.28,Europe & Central Asia
9766.5,68.7,Europe & Central Asia
1545.05,54.96,Europe & Central Asia
10031.12,69.02,East Asia & Pacific
35554.36,60,East Asia & Pacific
352.03,38.59,East Asia & Pacific
394.49,39.25,East Asia & Pacific
6931.99,45.51,East Asia & Pacific
2849.88,59.22,East Asia & Pacific
704.35,36.5,East Asia & Pacific
2644.59,59.3,East Asia & Pacific
870,48.04,East Asia & Pacific
743,45.52,East Asia & Pacific
2170.05,52.98,East Asia & Pacific
1940.39,47.01,East Asia & Pacific
741.13,41.04,East Asia & Pacific
446.78,33.43,East Asia & Pacific
9374.16,51.93,East Asia & Pacific
11449.38,69.29,East Asia & Pacific
969.62,33.67,East Asia & Pacific
1148.81,46.36,East Asia & Pacific
3533.04,59.25,East Asia & Pacific
1304,54.6,East Asia & Pacific
712.4,51,East Asia & Pacific
704.35,28.97,East Asia & Pacific
573.94,39.42,East Asia & Pacific
