userName,fileId,conditionId,changeMagnitude,changeType,userResult,totalTime
A3M565LUH3OHT3,0,2,2,pos,7,44.076
A3M565LUH3OHT3,27,5,1,num,8,10.762
A3M565LUH3OHT3,12,2,0,pos,7,11.051
A3M565LUH3OHT3,21,5,2,num,8,31.719
A3M565LUH3OHT3,29,1,1,num,8,9.526
A3M565LUH3OHT3,15,5,0,pos,8,37.713
A3M565LUH3OHT3,60,-1,2,center position,6,18.36
A3M565LUH3OHT3,34,0,0,num,7,16.981
A3M565LUH3OHT3,1,3,2,pos,8,15.632
A3M565LUH3OHT3,20,4,2,num,8,20.644
A3M565LUH3OHT3,7,3,1,pos,8,39.031
A3M565LUH3OHT3,5,1,2,pos,8,15.865
A3M565LUH3OHT3,10,0,1,pos,8,21.308
A3M565LUH3OHT3,13,3,0,pos,8,18.523
A3M565LUH3OHT3,14,4,0,pos,8,45.056
A3M565LUH3OHT3,32,-1,2,shape,6,12.318
A3M565LUH3OHT3,22,0,2,num,7,30.137
A3M565LUH3OHT3,62,-1,2,center position,6,11.366
A3M565LUH3OHT3,23,1,2,num,6,32.018
A3M565LUH3OHT3,17,1,0,pos,7,39.524
A3M565LUH3OHT3,8,4,1,pos,8,25.739
A3M565LUH3OHT3,35,1,0,num,7,18.208
A3M565LUH3OHT3,3,5,2,pos,8,13.191
A3M565LUH3OHT3,33,5,0,num,8,21.615
A3M565LUH3OHT3,9,5,1,pos,8,23.597
A3M565LUH3OHT3,4,0,2,pos,8,7.759
A3M565LUH3OHT3,3,-1,2,point number,6,20.583
A3M565LUH3OHT3,6,2,1,pos,8,18.608
A3M565LUH3OHT3,28,0,1,num,7,49.834
A3M565LUH3OHT3,18,2,2,num,7,29.785
A3M565LUH3OHT3,11,1,1,pos,8,10.024
A3M565LUH3OHT3,30,2,0,num,6,20.313
A3M565LUH3OHT3,19,3,2,num,8,10.721
A3M565LUH3OHT3,25,3,1,num,8,13.296
A3M565LUH3OHT3,31,3,0,num,6,24.599
A3M565LUH3OHT3,32,4,0,num,8,23.23
A3M565LUH3OHT3,16,0,0,pos,8,11.938
A3M565LUH3OHT3,2,4,2,pos,8,13.685
A3M565LUH3OHT3,26,4,1,num,8,32.886
A3M565LUH3OHT3,24,2,1,num,8,14.875
