userName,fileId,conditionId,changeMagnitude,userResult,totalTime
A112Z00MCKPS6F,0,0,2,7,22.293
A112Z00MCKPS6F,27,3,1,6,23.845
A112Z00MCKPS6F,12,0,0,8,10.431
A112Z00MCKPS6F,21,3,2,7,12.866
A112Z00MCKPS6F,29,5,1,8,23.934
A112Z00MCKPS6F,15,3,0,8,18.774
A112Z00MCKPS6F,60,-1,2,6,11.338
A112Z00MCKPS6F,34,4,0,8,25.285
A112Z00MCKPS6F,1,1,2,8,21.584
A112Z00MCKPS6F,20,2,2,7,35.177
A112Z00MCKPS6F,7,1,1,8,20.006
A112Z00MCKPS6F,5,5,2,8,17.81
A112Z00MCKPS6F,10,4,1,8,9.46
A112Z00MCKPS6F,13,1,0,7,15.39
A112Z00MCKPS6F,14,2,0,7,21.129
A112Z00MCKPS6F,32,-1,2,6,9.283
A112Z00MCKPS6F,22,4,2,8,11.713
A112Z00MCKPS6F,62,-1,2,6,10.237
A112Z00MCKPS6F,23,5,2,8,12.667
A112Z00MCKPS6F,17,5,0,8,12.881
A112Z00MCKPS6F,8,2,1,7,15.895
A112Z00MCKPS6F,35,5,0,8,20.166
A112Z00MCKPS6F,3,3,2,8,21.575
A112Z00MCKPS6F,33,3,0,6,13.946
A112Z00MCKPS6F,9,3,1,7,10.127
A112Z00MCKPS6F,4,4,2,8,8.437
A112Z00MCKPS6F,3,-1,2,6,8.123
A112Z00MCKPS6F,6,0,1,8,8.167
A112Z00MCKPS6F,28,4,1,8,9.46
A112Z00MCKPS6F,18,0,2,8,7.824
A112Z00MCKPS6F,11,5,1,8,8.034
A112Z00MCKPS6F,30,0,0,8,11.259
A112Z00MCKPS6F,19,1,2,8,8.279
A112Z00MCKPS6F,25,1,1,8,9.804
A112Z00MCKPS6F,31,1,0,8,7.78
A112Z00MCKPS6F,32,2,0,8,9.991
A112Z00MCKPS6F,16,4,0,8,7.847
A112Z00MCKPS6F,2,2,2,7,20.828
A112Z00MCKPS6F,26,2,1,7,11.54
A112Z00MCKPS6F,24,0,1,7,NaN
