userName,fileId,conditionId,changeMagnitude,changeType,userResult,totalTime
AJ5C910X64K9B,0,1,2,pos,8,9.941
AJ5C910X64K9B,27,4,1,num,6,13.367
AJ5C910X64K9B,12,1,0,pos,6,20.345
AJ5C910X64K9B,21,4,2,num,6,18.865
AJ5C910X64K9B,29,0,1,num,6,34.721
AJ5C910X64K9B,15,4,0,pos,5,6.846
AJ5C910X64K9B,60,-1,2,center position,5,12.419
AJ5C910X64K9B,34,5,0,num,7,6.413
AJ5C910X64K9B,1,2,2,pos,6,8.493
AJ5C910X64K9B,20,3,2,num,7,10.707
AJ5C910X64K9B,7,2,1,pos,7,13.638
AJ5C910X64K9B,5,0,2,pos,7,13.81
AJ5C910X64K9B,10,5,1,pos,5,16.643
AJ5C910X64K9B,13,2,0,pos,5,11.94
AJ5C910X64K9B,14,3,0,pos,4,8.511
AJ5C910X64K9B,32,-1,2,shape,4,12.671
AJ5C910X64K9B,22,5,2,num,7,7.774
AJ5C910X64K9B,62,-1,2,center position,7,1.431
AJ5C910X64K9B,23,0,2,num,6,0.784
AJ5C910X64K9B,17,0,0,pos,7,1.231
AJ5C910X64K9B,8,3,1,pos,7,11.607
AJ5C910X64K9B,35,0,0,num,8,5.974
AJ5C910X64K9B,3,4,2,pos,7,2.346
AJ5C910X64K9B,33,4,0,num,8,4.319
AJ5C910X64K9B,9,4,1,pos,8,3.329
AJ5C910X64K9B,4,5,2,pos,7,1.515
AJ5C910X64K9B,3,-1,2,point number,7,1.04
AJ5C910X64K9B,6,1,1,pos,7,3.57
AJ5C910X64K9B,28,5,1,num,7,0.477
AJ5C910X64K9B,18,1,2,num,8,0.981
AJ5C910X64K9B,11,0,1,pos,7,NaN
AJ5C910X64K9B,30,1,0,num,7,1.631
AJ5C910X64K9B,19,2,2,num,7,NaN
AJ5C910X64K9B,25,2,1,num,6,2.807
AJ5C910X64K9B,31,2,0,num,7,1.403
AJ5C910X64K9B,32,3,0,num,7,1.483
AJ5C910X64K9B,16,5,0,pos,8,1.693
AJ5C910X64K9B,2,3,2,pos,7,3.008
AJ5C910X64K9B,26,3,1,num,8,3.111
AJ5C910X64K9B,24,1,1,num,7,3.242
